Player,Rate,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,qb_Cmp,qb_Att,qb_Inc,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_TD%,qb_Int%,qb_Y/A,qb_AY/A,qb_Y/C,qb_Y/G,Pos,Team,rb_rush_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y/A,rb_rush_TD,rb_rec_Rec,rb_rec_Y/R,rb_rec_TD,rb_rec_Y/G,rec_Y/G,rec_Rec,rec_Yds,rec_Y/R,rec_TD,Sk,Solo,Ast,Comb,TFL,Sk/G,Int,IntTD,PD,name_norm,position,college,college_norm,player_id
Isaac Seumalo,,PHI,3,79,2016,Oregon State,2012,2015,27.0,,,,,,,,,,,,,,OL,Oregon State,,,,,,,,,,,,,,,,,,,,,,,,isaac seumalo,OL,Oregon State,oregon state,
Adolphus Washington,,BUF,3,80,2016,Ohio State,2012,2015,48.0,,,,,,,,,,,,,,DL,Ohio State,,,,,,,,,,,,,,,13.0,71.0,71.0,142.0,25.0,0.2708333333333333,,,,adolphus washington,DL,Ohio State,ohio state,
Austin Hooper,,ATL,3,81,2016,Stanford,2014,2015,27.0,,,,,,,,,,,,,,TE,Stanford,,,,,,,,,,34.7,74.0,937.0,12.7,8.0,,,,,,,,,,austin hooper,TE,Stanford,stanford,250.0
Le'Raven Clark,,CLT,3,82,2016,Texas Tech,2012,2015,27.0,,,,,,,,,,,,,,OL,Texas Tech,,,,,,,,,,,,,,,,,,,,,,,,le raven clark,OL,Texas Tech,texas tech,
Jordan Jenkins,,NYJ,3,83,2016,Georgia,2012,2015,52.0,,,,,,,,,,,,,,LB,Georgia,,,,,,,,,,,,,,,19.0,108.0,97.0,205.0,40.0,0.3653846153846153,,,,jordan jenkins,LB,Georgia,georgia,
Kendall Fuller,,WAS,3,84,2016,Virginia Tech,2013,2015,29.0,,,,,,,,,,,,,,CB,Virginia Tech,,,,,,,,,,,,,,,,,,,,,8.0,1.0,27.0,kendall fuller,CB,Virginia Tech,virginia tech,802.0
Braxton Miller,146.7,HTX,3,85,2016,Ohio State,2011,2014,37.0,395.0,666.0,271.0,59.3,5292.0,52.0,17.0,7.8,2.6,7.9,8.36,13.4,143.0,QB,Ohio State,,,,,,,,,,,,,,,,,,,,,,,,braxton miller,QB,Ohio State,ohio state,
Braxton Miller,,HTX,3,85,2016,Ohio State,2015,2015,13.0,,,,,,,,,,,,,,WR,Ohio State,,,,,,,,,,26.2,26.0,341.0,13.1,3.0,,,,,,,,,,braxton miller,WR,Ohio State,ohio state,
Leonte Carroo,,MIA,3,86,2016,Rutgers,2012,2015,41.0,,,,,,,,,,,,,,WR,Rutgers,,,,,,,,,,57.9,122.0,2373.0,19.5,29.0,,,,,,,,,,leonte carroo,WR,Rutgers,rutgers,394.0
Nick Vigil,,CIN,3,87,2016,Utah State,2013,2015,40.0,,,,,,,,,,,,,,LB,Utah State,,,,,,,,,,,,,,,18.0,161.0,175.0,336.0,41.5,0.45,,,,nick vigil,LB,Utah State,utah state,
Kyler Fackrell,,GNB,3,88,2016,Utah State,2012,2015,41.0,,,,,,,,,,,,,,LB,Utah State,,,,,,,,,,,,,,,12.0,104.0,149.0,253.0,36.0,0.2926829268292683,,,,kyler fackrell,LB,Utah State,utah state,
C.J. Prosise,,SEA,3,90,2016,Notre Dame,2015,2015,11.0,,,,,,,,,,,,,,RB,Notre Dame,93.8,156.0,1032.0,6.6,11.0,26.0,11.8,1.0,28.0,,,,,,,,,,,,,,,c j prosise,RB,Notre Dame,notre dame,151.0
C.J. Prosise,,SEA,3,90,2016,Notre Dame,2013,2014,22.0,,,,,,,,,,,,,,WR,Notre Dame,,,,,,,,,,26.7,36.0,588.0,16.3,2.0,,,,,,,,,,c j prosise,WR,Notre Dame,notre dame,
Jacoby Brissett,131.3,NWE,3,91,2016,North Carolina State,2011,2015,39.0,499.0,839.0,340.0,59.5,5723.0,46.0,15.0,5.5,1.8,6.8,7.11,11.5,146.7,QB,FloridaNorth Carolina State,,,,,,,,,,,,,,,,,,,,,,,,jacoby brissett,QB,North Carolina State,north carolina state,
Brandon Williams,,CRD,3,92,2016,Texas A&M,2011,2015,43.0,,,,,,,,,,,,,,RB,OklahomaTexas A&M,20.2,178.0,870.0,4.9,4.0,15.0,5.7,1.0,2.0,,,,,,,,,,,,,,,brandon williams,RB,Texas A&M,texas a&m,
Cody Kessler,156.4,CLE,3,93,2016,USC,2012,2015,51.0,851.0,1261.0,410.0,67.5,10339.0,88.0,19.0,7.0,1.5,8.2,8.92,12.1,202.7,QB,USC,,,,,,,,,,,,,,,,,,,,,,,,cody kessler,QB,USC,usc,
Nick Vannett,,SEA,3,94,2016,Ohio State,2012,2015,44.0,,,,,,,,,,,,,,TE,Ohio State,,,,,,,,,,13.3,55.0,585.0,10.6,6.0,,,,,,,,,,nick vannett,TE,Ohio State,ohio state,
Graham Glasgow,,DET,3,95,2016,Michigan,2013,2015,23.0,,,,,,,,,,,,,,OL,Michigan,,,,,,,,,,,,,,,,,,,,,,,,graham glasgow,OL,Michigan,michigan,
Vincent Valentine,,NWE,3,96,2016,Nebraska,2013,2015,33.0,,,,,,,,,,,,,,DT,Nebraska,,,,,,,,,,,,,,,7.0,36.0,40.0,76.0,14.0,0.2121212121212121,,,,vincent valentine,DT,Nebraska,nebraska,679.0
Rees Odhiambo,,SEA,3,97,2016,Boise State,2015,2015,8.0,,,,,,,,,,,,,,OL,Boise State,,,,,,,,,,,,,,,,,,,,,,,,rees odhiambo,OL,Boise State,boise state,
Justin Simmons,,DEN,3,98,2016,Boston College,2012,2015,45.0,,,,,,,,,,,,,,DB,Boston College,,,,,,,,,,,,,,,,,,,,,8.0,0.0,10.0,justin simmons,DB,Boston College,boston college,
Joe Schobert,,CLE,4,99,2016,Wisconsin,2013,2015,37.0,,,,,,,,,,,,,,LB,Wisconsin,,,,,,,,,,,,,,,13.0,95.0,77.0,172.0,35.5,0.3513513513513513,,,,joe schobert,LB,Wisconsin,wisconsin,
Connor Cook,139.8,RAI,4,100,2016,Michigan State,2012,2015,43.0,673.0,1170.0,497.0,57.5,9194.0,71.0,22.0,6.1,1.9,7.9,8.23,13.7,213.8,QB,Michigan State,,,,,,,,,,,,,,,,,,,,,,,,connor cook,QB,Michigan State,michigan state,
Charles Tapper,,DAL,4,101,2016,Oklahoma,2012,2015,44.0,,,,,,,,,,,,,,DL,Oklahoma,,,,,,,,,,,,,,,15.0,68.0,69.0,137.0,26.5,0.3409090909090909,,,,charles tapper,DL,Oklahoma,oklahoma,
Joshua Perry,,SDG,4,102,2016,Ohio State,2012,2015,46.0,,,,,,,,,,,,,,LB,Ohio State,,,,,,,,,,,,,,,7.0,169.0,127.0,296.0,18.0,0.1521739130434782,,,,joshua perry,LB,Ohio State,ohio state,
Sheldon Day,,JAX,4,103,2016,Notre Dame,2012,2015,47.0,,,,,,,,,,,,,,DL,Notre Dame,,,,,,,,,,,,,,,7.0,91.0,50.0,141.0,32.0,0.1489361702127659,,,,sheldon day,DL,Notre Dame,notre dame,
Tavon Young,,RAV,4,104,2016,Temple,2012,2015,47.0,,,,,,,,,,,,,,DB,Temple,,,,,,,,,,,,,,,,,,,,,7.0,1.0,21.0,tavon young,DB,Temple,temple,
Parker Ehinger,,KAN,4,105,2016,Cincinnati,2015,2015,12.0,,,,,,,,,,,,,,OL,Cincinnati,,,,,,,,,,,,,,,,,,,,,,,,parker ehinger,OL,Cincinnati,cincinnati,
Eric Murray,,KAN,4,106,2016,Minnesota,2012,2015,51.0,,,,,,,,,,,,,,DB,Minnesota,,,,,,,,,,,,,,,,,,,,,2.0,0.0,24.0,eric murray,DB,Minnesota,minnesota,
Chris Moore,,RAV,4,107,2016,Cincinnati,2012,2015,50.0,,,,,,,,,,,,,,WR,Cincinnati,,,,,,,,,,46.0,119.0,2301.0,19.3,26.0,,,,,,,,,,chris moore,WR,Cincinnati,cincinnati,403.0
B.J. Goodson,,NYG,4,109,2016,Clemson,2012,2015,42.0,,,,,,,,,,,,,,LB,Clemson,,,,,,,,,,,,,,,6.0,77.0,60.0,137.0,17.5,0.1428571428571428,,,,b j goodson,LB,Clemson,clemson,
Tyler Higbee,,RAM,4,110,2016,Western Kentucky,2011,2015,36.0,,,,,,,,,,,,,,WR,Western Kentucky,,,,,,,,,,29.3,68.0,1054.0,15.5,14.0,,,,,,,,,,tyler higbee,WR,Western Kentucky,western kentucky,
Malcolm Mitchell,,NWE,4,112,2016,Georgia,2011,2015,46.0,,,,,,,,,,,,,,WR,Georgia,,,,,,,,,,51.1,174.0,2350.0,13.5,16.0,,,,,,,,,,malcolm mitchell,WR,Georgia,georgia,402.0
Nick Kwiatkoski,,CHI,4,113,2016,West Virginia,2013,2015,36.0,,,,,,,,,,,,,,LB,West Virginia,,,,,,,,,,,,,,,6.0,187.0,87.0,274.0,29.5,0.1666666666666666,,,,nick kwiatkoski,LB,West Virginia,west virginia,
Nick Kwiatkoski,,CHI,4,113,2016,West Virginia,2012,2012,12.0,,,,,,,,,,,,,,DB,West Virginia,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,nick kwiatkoski,DB,West Virginia,west virginia,
Ricardo Louis,,CLE,4,114,2016,Auburn,2012,2015,50.0,,,,,,,,,,,,,,WR,Auburn,,,,,,,,,,26.8,98.0,1338.0,13.7,8.0,,,,,,,,,,ricardo louis,WR,Auburn,auburn,401.0
De'Vondre Campbell,,ATL,4,115,2016,Minnesota,2013,2015,36.0,,,,,,,,,,,,,,LB,Minnesota,,,,,,,,,,,,,,,6.0,127.0,79.0,206.0,16.0,0.1666666666666666,,,,de vondre campbell,LB,Minnesota,minnesota,
Hassan Ridgeway,,CLT,4,116,2016,Texas,2013,2015,30.0,,,,,,,,,,,,,,DT,Texas,,,,,,,,,,,,,,,9.0,62.0,38.0,100.0,17.0,0.3,,,,hassan ridgeway,DT,Texas,texas,678.0
Pharoh Cooper,,RAM,4,117,2016,South Carolina,2014,2015,25.0,,,,,,,,,,,,,,WR,South Carolina,,,,,,,,,,84.4,135.0,2109.0,15.6,17.0,,,,,,,,,,pharoh cooper,WR,South Carolina,south carolina,396.0
Pharoh Cooper,,RAM,4,117,2016,South Carolina,2013,2013,9.0,,,,,,,,,,,,,,CB,South Carolina,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,pharoh cooper,CB,South Carolina,south carolina,
Juston Burris,,NYJ,4,118,2016,North Carolina State,2013,2015,38.0,,,,,,,,,,,,,,CB,North Carolina State,,,,,,,,,,,,,,,,,,,,,3.0,0.0,18.0,juston burris,CB,North Carolina State,north carolina state,
Tyler Ervin,,HTX,4,119,2016,San Jose State,2011,2015,38.0,,,,,,,,,,,,,,RB,San Jose State,68.4,483.0,2598.0,5.4,18.0,77.0,8.5,3.0,17.3,,,,,,,,,,,,,,,tyler ervin,RB,San Jose State,san jose state,
Tyler Ervin,,HTX,4,119,2016,San Jose State,2012,2012,9.0,,,,,,,,,,,,,,DB,San Jose State,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,tyler ervin,DB,San Jose State,san jose state,
Willie Beavers,,MIN,4,121,2016,Western Michigan,2013,2015,15.0,,,,,,,,,,,,,,OL,Western Michigan,,,,,,,,,,,,,,,,,,,,,,,,willie beavers,OL,Western Michigan,western michigan,
Andrew Billings,,CIN,4,122,2016,Baylor,2013,2015,36.0,,,,,,,,,,,,,,DL,Baylor,,,,,,,,,,,,,,,8.0,74.0,32.0,106.0,29.5,0.2222222222222222,,,,andrew billings,DL,Baylor,baylor,
Jerald Hawkins,,PIT,4,123,2016,LSU,2015,2015,11.0,,,,,,,,,,,,,,T,LSU,,,,,,,,,,,,,,,,,,,,,,,,jerald hawkins,T,LSU,lsu,
Deon Bush,,CHI,4,124,2016,Miami (FL),2012,2015,45.0,,,,,,,,,,,,,,DB,Miami (FL),,,,,,,,,,,,,,,,,,,,,4.0,0.0,13.0,deon bush,DB,Miami (FL),miami (fl),
Antonio Morrison,,CLT,4,125,2016,Florida,2012,2015,47.0,,,,,,,,,,,,,,LB,Florida,,,,,,,,,,,,,,,4.0,130.0,164.0,294.0,21.0,0.0851063829787234,,,,antonio morrison,LB,Florida,florida,
Demarcus Robinson,,KAN,4,126,2016,Florida,2013,2015,29.0,,,,,,,,,,,,,,WR,Florida,,,,,,,,,,47.1,107.0,1366.0,12.8,9.0,,,,,,,,,,demarcus robinson,WR,Florida,florida,406.0
Evan Boehm,,CRD,4,128,2016,Missouri,2012,2015,24.0,,,,,,,,,,,,,,OL,Missouri,,,,,,,,,,,,,,,,,,,,,,,,evan boehm,OL,Missouri,missouri,
Derrick Kindred,,CLE,4,129,2016,Texas Christian,2012,2015,50.0,,,,,,,,,,,,,,DB,Texas Christian,,,,,,,,,,,,,,,,,,,,,8.0,2.0,15.0,derrick kindred,DB,Texas Christian,texas christian,
Alex Lewis,,RAV,4,130,2016,Nebraska,2012,2015,25.0,,,,,,,,,,,,,,OL,ColoradoNebraska,,,,,,,,,,,,,,,,,,,,,,,,alex lewis,OL,Nebraska,nebraska,
Blake Martinez,,GNB,4,131,2016,Stanford,2012,2015,44.0,,,,,,,,,,,,,,LB,Stanford,,,,,,,,,,,,,,,6.0,138.0,119.0,257.0,13.5,0.1363636363636363,,,,blake martinez,LB,Stanford,stanford,
Willie Henry,,RAV,4,132,2016,Michigan,2013,2015,32.0,,,,,,,,,,,,,,DT,Michigan,,,,,,,,,,,,,,,9.0,40.0,45.0,85.0,18.0,0.28125,,,,willie henry,DT,Michigan,michigan,673.0
Rashard Robinson,,SFO,4,133,2016,LSU,2013,2014,15.0,,,,,,,,,,,,,,DB,LSU,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3.0,rashard robinson,DB,LSU,lsu,
Kenneth Dixon,,RAV,4,134,2016,Louisiana Tech,2012,2015,47.0,,,,,,,,,,,,,,RB,Louisiana Tech,95.3,801.0,4480.0,5.6,72.0,88.0,11.0,15.0,20.7,,,,,,,,,,,,,,,kenneth dixon,RB,Louisiana Tech,louisiana tech,144.0
Dak Prescott,146.0,DAL,4,135,2016,Mississippi State,2012,2015,49.0,734.0,1169.0,435.0,62.8,9376.0,70.0,23.0,6.0,2.0,8.0,8.33,12.8,191.3,QB,Mississippi State,,,,,,,,,,,,,,,,,,,,,,,,dak prescott,QB,Mississippi State,mississippi state,
Devontae Booker,,DEN,4,136,2016,Utah,2014,2015,23.0,,,,,,,,,,,,,,RB,Utah,120.6,560.0,2773.0,5.0,21.0,80.0,7.8,2.0,27.1,,,,,,,,,,,,,,,devontae booker,RB,Utah,utah,142.0
Dean Lowry,,GNB,4,137,2016,Northwestern,2012,2015,49.0,,,,,,,,,,,,,,DL,Northwestern,,,,,,,,,,,,,,,12.0,87.0,52.0,139.0,31.5,0.2448979591836734,,,,dean lowry,DL,Northwestern,northwestern,
Cardale Jones,145.7,BUF,4,139,2016,Ohio State,2013,2015,23.0,160.0,257.0,97.0,62.3,2209.0,13.0,7.0,5.1,2.7,8.6,8.38,13.8,96.0,QB,Ohio State,,,,,,,,,,,,,,,,,,,,,,,,cardale jones,QB,Ohio State,ohio state,
Tajae Sharpe,,OTI,5,140,2016,Massachusetts,2012,2015,47.0,,,,,,,,,,,,,,WR,Massachusetts,,,,,,,,,,74.2,277.0,3486.0,12.6,16.0,,,,,,,,,,tajae sharpe,WR,Massachusetts,massachusetts,407.0
Zack Sanchez,,CAR,5,141,2016,Oklahoma,2013,2015,36.0,,,,,,,,,,,,,,DB,Oklahoma,,,,,,,,,,,,,,,,,,,,,15.0,3.0,28.0,zack sanchez,DB,Oklahoma,oklahoma,
Ronald Blair,,SFO,5,142,2016,Appalachian State,2014,2015,25.0,,,,,,,,,,,,,,DL,Appalachian State,,,,,,,,,,,,,,,13.0,67.0,47.0,114.0,32.0,0.52,,,,ronald blair,DL,Appalachian State,appalachian state,
Deandre Washington,,RAI,5,143,2016,Texas Tech,2011,2015,49.0,,,,,,,,,,,,,,RB,Texas Tech,69.6,605.0,3411.0,5.6,23.0,124.0,8.8,4.0,22.3,,,,,,,,,,,,,,,deandre washington,RB,Texas Tech,texas tech,154.0
Connor McGovern,,DEN,5,144,2016,Missouri,2014,2015,26.0,,,,,,,,,,,,,,OL,Missouri,,,,,,,,,,,,,,,,,,,,,,,,connor mcgovern,OL,Missouri,missouri,
John Theus,,SFO,5,145,2016,Georgia,2012,2015,41.0,,,,,,,,,,,,,,OL,Georgia,,,,,,,,,,,,,,,,,,,,,,,,john theus,OL,Georgia,georgia,
Quinton Jefferson,,SEA,5,147,2016,Maryland,2012,2015,38.0,,,,,,,,,,,,,,DL,Maryland,,,,,,,,,,,,,,,10.0,52.0,55.0,107.0,21.5,0.2631578947368421,,,,quinton jefferson,DL,Maryland,maryland,
Caleb Benenoch,,TAM,5,148,2016,UCLA,2014,2015,26.0,,,,,,,,,,,,,,OL,UCLA,,,,,,,,,,,,,,,,,,,,,,,,caleb benenoch,OL,UCLA,ucla,
Paul Perkins,,NYG,5,149,2016,UCLA,2013,2015,39.0,,,,,,,,,,,,,,RB,UCLA,89.5,622.0,3491.0,5.6,29.0,80.0,9.2,3.0,18.9,,,,,,,,,,,,,,,paul perkins,RB,UCLA,ucla,150.0
Jordan Howard,,CHI,5,150,2016,Indiana,2013,2015,32.0,,,,,,,,,,,,,,RB,IndianaUAB,115.0,647.0,3681.0,5.7,24.0,24.0,10.9,3.0,8.2,,,,,,,,,,,,,,,jordan howard,RB,Indiana,indiana,147.0
Joe Dahl,,DET,5,151,2016,Washington State,2013,2015,11.0,,,,,,,,,,,,,,OL,Washington State,,,,,,,,,,,,,,,,,,,,,,,,joe dahl,OL,Washington State,washington state,
Matt Ioannidis,,WAS,5,152,2016,Temple,2013,2015,37.0,,,,,,,,,,,,,,DL,Temple,,,,,,,,,,,,,,,10.0,76.0,39.0,115.0,30.0,0.2702702702702703,,,,matt ioannidis,DL,Temple,temple,
Wendell Smallwood,,PHI,5,153,2016,West Virginia,2013,2015,38.0,,,,,,,,,,,,,,RB,West Virginia,64.8,425.0,2462.0,5.8,12.0,68.0,9.1,0.0,16.3,,,,,,,,,,,,,,,wendell smallwood,RB,West Virginia,west virginia,152.0
Jordan Payton,,CLE,5,154,2016,UCLA,2012,2015,51.0,,,,,,,,,,,,,,WR,UCLA,,,,,,,,,,53.0,201.0,2702.0,13.4,14.0,,,,,,,,,,jordan payton,WR,UCLA,ucla,404.0
Jonathan Williams,,BUF,5,156,2016,Arkansas,2012,2015,37.0,,,,,,,,,,,,,,RB,Arkansas,62.7,406.0,2321.0,5.7,16.0,26.0,13.3,6.0,9.3,,,,,,,,,,,,,,,jonathan williams,RB,Arkansas,arkansas,155.0
Brandon Shell,,NYJ,5,158,2016,South Carolina,2014,2015,25.0,,,,,,,,,,,,,,T,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,brandon shell,T,South Carolina,south carolina,
K.J. Dillon,,HTX,5,159,2016,West Virginia,2012,2015,47.0,,,,,,,,,,,,,,DB,West Virginia,,,,,,,,,,,,,,,,,,,,,5.0,1.0,21.0,k j dillon,DB,West Virginia,west virginia,
Kentrell Brothers,,MIN,5,160,2016,Missouri,2012,2015,51.0,,,,,,,,,,,,,,LB,Missouri,,,,,,,,,,,,,,,4.0,182.0,176.0,358.0,23.5,0.0784313725490196,,,,kentrell brothers,LB,Missouri,missouri,
Christian Westerman,,CIN,5,161,2016,Arizona State,2015,2015,13.0,,,,,,,,,,,,,,OL,Arizona State,,,,,,,,,,,,,,,,,,,,,,,,christian westerman,OL,Arizona State,arizona state,
Kevin Hogan,154.6,KAN,5,162,2016,Stanford,2012,2015,51.0,727.0,1103.0,376.0,65.9,9385.0,75.0,29.0,6.8,2.6,8.5,8.69,12.9,184.0,QB,Stanford,,,,,,,,,,,,,,,,,,,,,,,,kevin hogan,QB,Stanford,stanford,40.0
Trevor Davis,,GNB,5,163,2016,California,2011,2015,38.0,,,,,,,,,,,,,,WR,CaliforniaHawaii,,,,,,,,,,44.0,109.0,1672.0,15.3,12.0,,,,,,,,,,trevor davis,WR,California,california,398.0
Halapoulivaati Vaitai,,PHI,5,164,2016,Texas Christian,2015,2015,12.0,,,,,,,,,,,,,,T,Texas Christian,,,,,,,,,,,,,,,,,,,,,,,,halapoulivaati vaitai,T,Texas Christian,texas christian,
D.J. Reader,,HTX,5,166,2016,Clemson,2012,2015,45.0,,,,,,,,,,,,,,DL,Clemson,,,,,,,,,,,,,,,5.0,34.0,39.0,73.0,9.0,0.1111111111111111,,,,d j reader,DL,Clemson,clemson,
Spencer Drango,,CLE,5,168,2016,Baylor,2012,2015,26.0,,,,,,,,,,,,,,OL,Baylor,,,,,,,,,,,,,,,,,,,,,,,,spencer drango,OL,Baylor,baylor,
Antwione Williams,,DET,5,169,2016,Georgia Southern,2014,2015,25.0,,,,,,,,,,,,,,LB,Georgia Southern,,,,,,,,,,,,,,,7.0,94.0,78.0,172.0,18.5,0.28,,,,antwione williams,LB,Georgia Southern,georgia southern,
Alex Collins,,SEA,5,171,2016,Arkansas,2013,2015,38.0,,,,,,,,,,,,,,RB,Arkansas,97.4,665.0,3703.0,5.6,36.0,27.0,6.2,0.0,4.4,,,,,,,,,,,,,,,alex collins,RB,Arkansas,arkansas,143.0
Rashard Higgins,,CLE,5,172,2016,Colorado State,2013,2015,38.0,,,,,,,,,,,,,,WR,Colorado State,,,,,,,,,,96.0,239.0,3649.0,15.3,31.0,,,,,,,,,,rashard higgins,WR,Colorado State,colorado state,
Trey Caldwell,,CLE,5,173,2016,Louisiana-Monroe,2012,2015,48.0,,,,,,,,,,,,,,DB,Louisiana-Monroe,,,,,,,,,,,,,,,,,,,,,2.0,1.0,21.0,trey caldwell,DB,Louisiana-Monroe,louisiana-monroe,
Fahn Cooper,,SFO,5,174,2016,Ole Miss,2015,2015,13.0,,,,,,,,,,,,,,OL,Ole Miss,,,,,,,,,,,,,,,,,,,,,,,,fahn cooper,OL,Ole Miss,ole miss,
Jatavis Brown,,SDG,5,175,2016,Akron,2012,2015,46.0,,,,,,,,,,,,,,LB,Akron,,,,,,,,,,,,,,,17.0,196.0,149.0,345.0,41.5,0.3695652173913043,,,,jatavis brown,LB,Akron,akron,
Andy Janovich,,DEN,6,176,2016,Nebraska,2012,2015,38.0,,,,,,,,,,,,,,RB,Nebraska,7.1,45.0,271.0,6.0,3.0,5.0,17.4,0.0,2.3,,,,,,,,,,,,,,,andy janovich,RB,Nebraska,nebraska,
D.J. White,,KAN,6,178,2016,Georgia Tech,2013,2015,37.0,,,,,,,,,,,,,,CB,Georgia Tech,,,,,,,,,,,,,,,,,,,,,7.0,1.0,21.0,d j white,CB,Georgia Tech,georgia tech,814.0
Keenan Reynolds,143.8,RAV,6,182,2016,Navy,2012,2015,50.0,242.0,462.0,220.0,52.4,4001.0,31.0,8.0,6.7,1.7,8.7,9.22,16.5,80.0,QB,Navy,,,,,,,,,,,,,,,,,,,,,,,,keenan reynolds,QB,Navy,navy,
Devante Bond,,TAM,6,183,2016,Oklahoma,2014,2015,21.0,,,,,,,,,,,,,,LB,Oklahoma,,,,,,,,,,,,,,,3.0,46.0,26.0,72.0,11.0,0.1428571428571428,,,,devante bond,LB,Oklahoma,oklahoma,
Jerell Adams,,NYG,6,184,2016,South Carolina,2012,2015,41.0,,,,,,,,,,,,,,TE,South Carolina,,,,,,,,,,23.8,66.0,977.0,14.8,7.0,,,,,,,,,,jerell adams,TE,South Carolina,south carolina,246.0
Jakeem Grant,,MIA,6,186,2016,Texas Tech,2012,2015,49.0,,,,,,,,,,,,,,WR,Texas Tech,,,,,,,,,,67.1,254.0,3286.0,12.9,27.0,,,,,,,,,,jakeem grant,WR,Texas Tech,texas tech,
Nate Sudfeld,144.1,WAS,6,187,2016,Indiana,2012,2015,38.0,593.0,983.0,390.0,60.3,7879.0,61.0,20.0,6.2,2.0,8.0,8.34,13.3,207.3,QB,Indiana,,,,,,,,,,,,,,,,,,,,,,,,nate sudfeld,QB,Indiana,indiana,42.0
David Morgan,,MIN,6,188,2016,UTSA,2013,2015,26.0,,,,,,,,,,,,,,TE,UTSA,,,,,,,,,,34.2,72.0,890.0,12.4,6.0,,,,,,,,,,david morgan,TE,UTSA,utsa,
Anthony Brown,,DAL,6,189,2016,Purdue,2012,2015,46.0,,,,,,,,,,,,,,DB,Purdue,,,,,,,,,,,,,,,,,,,,,4.0,0.0,19.0,anthony brown,DB,Purdue,purdue,
Josh Forrest,,RAM,6,190,2016,Kentucky,2012,2015,43.0,,,,,,,,,,,,,,LB,Kentucky,,,,,,,,,,,,,,,4.0,117.0,115.0,232.0,15.5,0.0930232558139534,,,,josh forrest,LB,Kentucky,kentucky,
Jake Rudock,134.1,DET,6,191,2016,Michigan,2013,2015,38.0,666.0,1080.0,414.0,61.7,7836.0,54.0,27.0,5.0,2.5,7.3,7.13,11.8,206.2,QB,IowaMichigan,,,,,,,,,,,,,,,,,,,,,,,,jake rudock,QB,Michigan,michigan,
Kolby Listenbee,,BUF,6,192,2016,Texas Christian,2012,2015,35.0,,,,,,,,,,,,,,WR,Texas Christian,,,,,,,,,,40.9,74.0,1432.0,19.4,9.0,,,,,,,,,,kolby listenbee,WR,Texas Christian,texas christian,
Sebastian Tretola,,OTI,6,193,2016,Arkansas,2014,2015,26.0,,,,,,,,,,,,,,T,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,sebastian tretola,T,Arkansas,arkansas,
Cory James,,RAI,6,194,2016,Colorado State,2012,2015,51.0,,,,,,,,,,,,,,LB,Colorado State,,,,,,,,,,,,,,,24.0,114.0,115.0,229.0,41.5,0.4705882352941176,,,,cory james,LB,Colorado State,colorado state,
Wes Schweitzer,,ATL,6,195,2016,San Jose State,2014,2015,25.0,,,,,,,,,,,,,,T,San Jose State,,,,,,,,,,,,,,,,,,,,,,,,wes schweitzer,T,San Jose State,san jose state,
Blake Countess,,PHI,6,196,2016,Auburn,2011,2015,50.0,,,,,,,,,,,,,,DB,AuburnMichigan,,,,,,,,,,,,,,,,,,,,,8.0,1.0,24.0,blake countess,DB,Auburn,auburn,
Dan Vitale,,TAM,6,197,2016,Northwestern,2013,2015,37.0,,,,,,,,,,,,,,SB,Northwestern,0.7,5.0,27.0,5.4,0.0,107.0,10.6,9.0,30.8,,,,,,,,,,,,,,,dan vitale,SB,Northwestern,northwestern,
Dan Vitale,,TAM,6,197,2016,Northwestern,2012,2012,13.0,,,,,,,,,,,,,,TE,Northwestern,,,,,,,,,,22.2,28.0,288.0,10.3,2.0,,,,,,,,,,dan vitale,TE,Northwestern,northwestern,
Derek Watt,,SDG,6,198,2016,Wisconsin,2013,2015,26.0,,,,,,,,,,,,,,FB,Wisconsin,2.1,11.0,55.0,5.0,0.0,18.0,8.8,1.0,6.1,,,,,,,,,,,,,,,derek watt,FB,Wisconsin,wisconsin,
Derek Watt,,SDG,6,198,2016,Wisconsin,2012,2012,14.0,,,,,,,,,,,,,,LB,Wisconsin,,,,,,,,,,,,,,,0.0,10.0,3.0,13.0,0.0,0.0,,,,derek watt,LB,Wisconsin,wisconsin,
Cody Core,,CIN,6,199,2016,Ole Miss,2012,2015,45.0,,,,,,,,,,,,,,WR,Ole Miss,,,,,,,,,,28.8,83.0,1297.0,15.6,10.0,,,,,,,,,,cody core,WR,Ole Miss,ole miss,
Kyle Murphy,,GNB,6,200,2016,Stanford,2014,2015,27.0,,,,,,,,,,,,,,OL,Stanford,,,,,,,,,,,,,,,,,,,,,,,,kyle murphy,OL,Stanford,stanford,
Brandon Allen,134.8,JAX,6,201,2016,Arkansas,2012,2015,42.0,583.0,1016.0,433.0,57.4,7463.0,64.0,26.0,6.3,2.6,7.3,7.45,12.8,177.7,QB,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,brandon allen,QB,Arkansas,arkansas,36.0
